date,slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
2024-02-07,moodymo01,Moses Moody,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,1158,3,8,2,7,0,0,1,1,3,0,2,1,0,7.1
2024-02-07,wrighde01,Delon Wright,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,756,2,2,1,1,0,0,1,0,0,2,0,0,0,7.1
2024-02-07,youngth01,Thaddeus Young,TORONTO RAPTORS,AWAY,CHARLOTTE HORNETS,WIN,874,2,3,0,0,0,0,3,5,2,1,0,1,2,6.9
2024-02-07,roziete01,Terry Rozier,MIAMI HEAT,HOME,SAN ANTONIO SPURS,WIN,1692,5,15,2,7,1,1,1,1,5,0,0,1,3,6.8
2024-02-07,mitchda01,Davion Mitchell,SACRAMENTO KINGS,HOME,DETROIT PISTONS,LOSS,1409,3,5,1,2,2,2,0,1,1,0,0,0,3,6.5
2024-02-07,sprinja01,Jaden Springer,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,1404,3,9,0,3,2,2,2,2,1,2,1,1,2,6.5
2024-02-07,weslebl01,Blake Wesley,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,LOSS,940,2,2,0,0,1,4,0,1,6,1,0,1,3,6.5
2024-02-07,pritcpa01,Payton Pritchard,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,955,3,5,2,4,0,0,0,2,2,1,0,2,1,6.3
2024-02-07,kornelu01,Luke Kornet,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,1260,2,2,0,0,0,0,1,5,0,0,2,0,2,6.2
2024-02-07,alvarjo01,Jose Alvarado,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,803,3,4,1,2,0,0,1,0,0,0,0,0,0,6.1
2024-02-07,dickgr01,Gradey Dick,TORONTO RAPTORS,AWAY,CHARLOTTE HORNETS,WIN,921,2,2,2,2,0,0,0,1,2,0,0,1,0,6.1
2024-02-07,garlada01,Darius Garland,CLEVELAND CAVALIERS,AWAY,WASHINGTON WIZARDS,WIN,1705,4,12,1,5,4,4,0,0,4,0,0,3,0,6.0
2024-02-07,richajo01,Josh Richardson,MIAMI HEAT,HOME,SAN ANTONIO SPURS,WIN,1588,2,6,1,4,4,4,0,4,0,0,0,0,2,6.0
2024-02-07,bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,AWAY,BOSTON CELTICS,LOSS,2105,5,18,2,10,0,0,2,4,3,1,0,0,3,5.9
2024-02-07,avdijde01,Deni Avdija,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,1199,3,10,1,3,2,4,2,6,3,0,0,2,0,5.7
2024-02-07,richani01,Nick Richards,CHARLOTTE HORNETS,HOME,TORONTO RAPTORS,LOSS,1707,1,2,0,0,3,4,2,4,1,1,0,1,3,5.7
2024-02-07,hausesa01,Sam Hauser,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,1482,3,8,2,6,2,2,2,3,0,0,0,2,1,5.5
2024-02-07,osmande01,Cedi Osman,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,LOSS,1295,3,7,2,4,0,0,0,5,0,0,0,0,1,5.4
2024-02-07,colliza01,Zach Collins,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,LOSS,1009,3,6,0,1,2,2,0,4,3,0,0,1,5,5.3
2024-02-07,muscami01,Mike Muscala,DETROIT PISTONS,AWAY,SACRAMENTO KINGS,WIN,1523,3,8,3,6,0,0,0,3,0,0,0,0,1,5.1
2024-02-07,gallida01,Danilo Gallinari,DETROIT PISTONS,AWAY,SACRAMENTO KINGS,WIN,647,1,1,0,0,0,0,1,3,2,0,1,0,1,5.0
2024-02-07,barneha02,Harrison Barnes,SACRAMENTO KINGS,HOME,DETROIT PISTONS,LOSS,1455,4,10,0,4,0,0,0,4,0,1,0,0,0,4.8
2024-02-07,maxeyty01,Tyrese Maxey,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,1789,5,14,2,7,0,0,0,2,3,1,1,3,2,4.8
2024-02-07,jaqueja01,Jaime Jaquez,MIAMI HEAT,HOME,SAN ANTONIO SPURS,WIN,1677,4,6,0,2,2,5,0,3,0,0,0,2,1,4.7
2024-02-07,leverca01,Caris LeVert,CLEVELAND CAVALIERS,AWAY,WASHINGTON WIZARDS,WIN,753,2,7,0,2,0,0,0,5,5,0,0,0,1,4.5
2024-02-07,niangge01,Georges Niang,CLEVELAND CAVALIERS,AWAY,WASHINGTON WIZARDS,WIN,1026,3,4,1,1,0,0,0,3,0,0,0,1,2,4.5
2024-02-07,greendr01,Draymond Green,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,1088,2,4,0,1,0,1,1,5,3,1,1,2,3,4.4
2024-02-07,smithte01,Terquavion Smith,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,602,3,8,1,4,0,0,0,1,2,1,0,1,0,4.3
2024-02-07,sochaje01,Jeremy Sochan,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,LOSS,1728,3,7,0,2,0,0,0,5,3,1,0,2,2,4.1
2024-02-07,blackle01,Leaky Black,CHARLOTTE HORNETS,HOME,TORONTO RAPTORS,LOSS,1381,1,2,0,1,1,2,0,3,3,0,1,1,1,3.9
2024-02-07,huntede01,De'Andre Hunter,ATLANTA HAWKS,AWAY,BOSTON CELTICS,LOSS,1381,3,9,1,4,3,3,0,1,1,0,0,1,3,3.7
2024-02-07,johnske04,Keldon Johnson,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,LOSS,1471,3,10,0,4,1,1,3,3,0,0,1,0,3,3.7
2024-02-07,strusma01,Max Strus,CLEVELAND CAVALIERS,AWAY,WASHINGTON WIZARDS,WIN,1699,1,5,0,4,0,2,2,5,3,0,1,0,1,3.4
2024-02-07,wadede01,Dean Wade,CLEVELAND CAVALIERS,AWAY,WASHINGTON WIZARDS,WIN,711,2,6,2,6,0,0,0,2,0,1,0,0,2,3.4
2024-02-07,loveke01,Kevin Love,MIAMI HEAT,HOME,SAN ANTONIO SPURS,WIN,1007,2,7,2,6,0,0,0,6,0,1,1,1,3,3.2
2024-02-07,brownko01,Kobe Brown,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,207,1,1,1,1,0,0,0,1,0,0,0,0,0,3.0
2024-02-07,mathega01,Garrison Mathews,ATLANTA HAWKS,AWAY,BOSTON CELTICS,LOSS,852,1,1,1,1,0,0,0,0,0,1,0,0,2,2.9
2024-02-07,omorueu01,Eugene Omoruyi,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,772,1,6,0,0,1,2,3,0,3,3,0,2,3,2.8
2024-02-07,brissos01,Oshae Brissett,BOSTON CELTICS,HOME,ATLANTA HAWKS,WIN,357,0,1,0,1,2,2,0,0,2,0,0,0,0,2.7
2024-02-07,oubreke01,Kelly Oubre,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,1470,5,15,1,4,0,0,1,2,0,0,1,1,2,2.7
2024-02-07,vezenal01,Aleksandar Vezenkov,SACRAMENTO KINGS,HOME,DETROIT PISTONS,LOSS,331,0,0,0,0,3,3,0,1,0,0,0,0,2,2.5
2024-02-07,curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,1476,2,7,1,4,4,4,0,3,1,0,1,4,2,2.4
2024-02-07,mamuksa01,Sandro Mamukelashvili,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,LOSS,203,1,2,0,1,0,0,0,0,2,0,0,0,0,2.4
2024-02-07,robindu01,Duncan Robinson,MIAMI HEAT,HOME,SAN ANTONIO SPURS,WIN,1139,1,6,1,6,3,3,0,2,2,1,0,2,2,2.4
2024-02-07,jackstr02,Trayce Jackson-Davis,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,221,1,1,0,0,0,0,0,1,1,0,0,0,1,2.3
2024-02-07,merrisa01,Sam Merrill,CLEVELAND CAVALIERS,AWAY,WASHINGTON WIZARDS,WIN,862,1,4,1,3,0,0,0,1,2,0,0,0,0,2.3
2024-02-07,shamela01,Landry Shamet,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,740,1,5,1,4,0,0,1,2,3,0,0,0,3,2.1
2024-02-07,santogu01,Gui Santos,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,482,0,2,0,1,2,2,0,1,1,1,0,0,2,1.8
2024-02-07,mannte01,Terance Mann,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,1506,2,5,1,1,0,0,2,3,1,0,0,2,4,1.7
2024-02-07,westbru01,Russell Westbrook,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,1066,2,7,0,2,0,0,2,1,4,1,0,3,2,1.6
2024-02-07,robinor01,Orlando Robinson,MIAMI HEAT,HOME,SAN ANTONIO SPURS,WIN,146,0,0,0,0,2,2,0,1,0,0,0,0,2,1.5
2024-02-07,hawkijo01,Jordan Hawkins,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,137,1,3,1,1,0,0,0,0,0,0,0,0,0,1.3
2024-02-07,mcderdo01,Doug McDermott,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,LOSS,619,1,3,1,3,0,0,0,1,0,0,0,0,1,1.2
2024-02-07,theisda01,Daniel Theis,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,416,0,1,0,0,2,2,0,1,0,0,0,0,1,1.2
2024-02-07,millspa02,Patty Mills,ATLANTA HAWKS,AWAY,BOSTON CELTICS,LOSS,608,0,2,0,1,0,0,0,2,1,1,0,0,0,0.9
2024-02-07,korkmfu01,Furkan Korkmaz,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,977,0,3,0,2,0,0,3,1,0,0,2,1,0,0.7
2024-02-07,smithis01,Ish Smith,CHARLOTTE HORNETS,HOME,TORONTO RAPTORS,LOSS,950,0,5,0,0,0,0,0,2,4,1,0,0,1,0.5
2024-02-07,bostobr01,Brandon Boston,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,207,0,1,0,0,2,2,0,0,0,0,0,1,0,0.3
2024-02-07,murrake02,Keegan Murray,SACRAMENTO KINGS,HOME,DETROIT PISTONS,LOSS,1219,0,4,0,3,0,0,0,4,4,1,1,1,4,0.3
2024-02-07,robinje02,Jeremiah Robinson-Earl,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,137,0,1,0,1,0,0,1,0,1,0,0,0,1,0.3
2024-02-07,zelleco01,Cody Zeller,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,137,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3
2024-02-07,harrijo01,Joe Harris,DETROIT PISTONS,AWAY,SACRAMENTO KINGS,WIN,725,1,3,0,1,0,0,0,0,0,0,0,0,1,-0.1
2024-02-07,loftoke01,Kenneth Lofton,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,313,1,4,0,2,0,0,0,1,0,0,0,0,0,-0.1
2024-02-07,coulibi01,Bilal Coulibaly,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,1697,2,5,1,2,1,1,0,3,1,0,0,4,4,-0.7
2024-02-07,georgpa01,Paul George,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,1701,3,15,0,8,1,1,0,1,4,2,0,3,2,-1.0
2024-02-07,jovicni01,Nikola Jović,MIAMI HEAT,HOME,SAN ANTONIO SPURS,WIN,146,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
2024-02-07,branhma01,Malaki Branham,SAN ANTONIO SPURS,AWAY,MIAMI HEAT,LOSS,491,1,4,1,2,0,0,0,1,1,0,0,2,2,-1.2
2024-02-07,washipj01,P.J. Washington,CHARLOTTE HORNETS,HOME,TORONTO RAPTORS,LOSS,1884,2,11,0,5,2,4,0,5,1,0,0,1,2,-1.3
2024-02-07,poolejo01,Jordan Poole,WASHINGTON WIZARDS,HOME,CLEVELAND CAVALIERS,LOSS,1474,0,5,0,4,0,0,0,2,5,1,0,1,6,-1.8
2024-02-07,bambamo01,Mohamed Bamba,PHILADELPHIA 76ERS,HOME,GOLDEN STATE WARRIORS,LOSS,524,0,0,0,0,0,0,0,2,1,0,0,2,3,-1.9
2024-02-07,mensana01,Nathan Mensah,CHARLOTTE HORNETS,HOME,TORONTO RAPTORS,LOSS,350,0,2,0,0,0,0,1,0,0,0,0,1,2,-2.5
2024-02-08,doncilu01,Luka Dončić,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,2409,13,24,7,14,6,7,0,8,11,4,1,3,1,38.4
2024-02-08,wagnefr01,Franz Wagner,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1705,13,17,3,4,5,5,1,6,7,0,2,1,0,35.1
2024-02-08,grantje01,Jerami Grant,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,LOSS,2700,14,29,3,6,18,20,2,6,6,0,0,4,5,34.9
2024-02-08,curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,1806,15,22,11,16,1,2,0,2,2,0,1,2,2,32.1
2024-02-08,duranke01,Kevin Durant,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,2124,14,23,2,6,1,1,0,8,7,3,2,3,1,28.8
2024-02-08,davisan02,Anthony Davis,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,2294,14,27,0,3,4,6,1,8,3,3,4,1,0,27.9
2024-02-08,durenja01,Jalen Duren,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2247,9,15,0,1,9,10,8,14,1,0,3,3,5,27.3
2024-02-08,greenaj01,A.J. Green,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1308,9,11,7,8,2,2,0,2,3,0,0,1,0,24.6
2024-02-08,murraja01,Jamal Murray,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,2139,12,25,5,9,0,0,0,7,11,2,0,3,2,24.3
2024-02-08,vassede01,Devin Vassell,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,2121,11,18,3,7,5,6,1,4,4,0,0,2,0,24.1
2024-02-08,mitchdo01,Donovan Mitchell,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1805,10,18,4,10,3,3,0,5,4,3,3,4,1,23.4
2024-02-08,derozde01,DeMar DeRozan,CHICAGO BULLS,AWAY,MEMPHIS GRIZZLIES,WIN,2252,11,17,3,3,5,5,1,7,1,0,0,2,3,22.8
2024-02-08,jacksgg01,Gregory Jackson,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,1945,9,18,4,9,5,6,4,5,1,1,0,0,2,22.8
2024-02-08,crowdja01,Jae Crowder,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2241,7,11,4,5,3,3,1,7,5,1,0,0,2,22.6
2024-02-08,drumman01,Andre Drummond,CHICAGO BULLS,AWAY,MEMPHIS GRIZZLIES,WIN,1879,10,11,0,0,1,3,3,10,1,1,1,1,1,22.6
2024-02-08,jamesle01,LeBron James,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,2122,9,20,2,6,5,5,1,8,7,1,1,2,0,22.3
2024-02-08,edwaran01,Anthony Edwards,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,2139,9,20,4,11,4,6,0,3,9,1,0,0,3,21.8
2024-02-08,divindo01,Donte DiVincenzo,NEW YORK KNICKS,HOME,DALLAS MAVERICKS,LOSS,2593,13,26,7,12,3,4,0,2,3,0,0,4,0,21.3
2024-02-08,portemi01,Michael Porter,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,2269,11,20,4,7,1,1,1,7,2,0,1,1,1,20.9
2024-02-08,bealbr01,Bradley Beal,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,2204,11,21,6,9,2,2,1,1,7,1,0,5,2,20.8
2024-02-08,conlemi01,Mike Conley,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,1835,6,8,6,7,0,0,0,5,9,0,0,1,2,20.8
2024-02-08,simonan01,Anfernee Simons,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,LOSS,1518,9,19,4,12,7,7,0,2,5,0,0,2,2,20.6
2024-02-08,hartjo01,Josh Hart,NEW YORK KNICKS,HOME,DALLAS MAVERICKS,LOSS,2331,8,22,3,8,4,4,1,9,12,1,0,2,3,20.4
2024-02-08,gordoer01,Eric Gordon,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,2302,7,8,3,4,2,2,0,2,4,1,1,1,0,20.3
2024-02-08,jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,2183,9,20,2,6,4,4,3,10,9,0,3,6,2,20.3
2024-02-08,collijo01,John Collins,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1832,9,15,1,2,2,2,4,10,1,1,0,0,5,19.6
2024-02-08,goberru01,Rudy Gobert,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,2113,8,9,0,0,0,1,3,8,4,1,0,0,3,19.6
2024-02-08,jonesde02,Derrick Jones,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,1828,5,7,1,3,7,7,1,4,3,0,0,0,1,18.7
2024-02-08,willivi01,Vince Williams,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,2239,5,10,2,5,1,1,0,11,8,3,0,1,2,18.1
2024-02-08,kesslwa01,Walker Kessler,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1637,4,6,0,0,2,2,5,4,2,2,4,0,1,17.9
2024-02-08,allengr01,Grayson Allen,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,2126,2,4,2,3,2,2,0,3,14,2,1,0,4,17.8
2024-02-08,sassema01,Marcus Sasser,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2258,6,13,3,7,2,4,0,2,11,2,0,2,2,17.0
2024-02-08,cunnica01,Cade Cunningham,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2342,8,17,1,5,6,6,0,2,5,0,0,2,0,16.4
2024-02-08,whiteco01,Coby White,CHICAGO BULLS,AWAY,MEMPHIS GRIZZLIES,WIN,2153,6,12,2,3,6,6,1,5,8,0,0,5,2,16.0
2024-02-08,banchpa01,Paolo Banchero,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1876,7,12,1,3,1,4,0,5,6,2,0,1,0,15.9
2024-02-08,greenjo02,Josh Green,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,1906,5,9,2,5,3,3,1,5,3,1,1,0,2,15.9
2024-02-08,mcbrimi01,Miles McBride,NEW YORK KNICKS,HOME,DALLAS MAVERICKS,LOSS,2711,9,22,2,10,1,1,4,2,5,2,0,2,1,15.7
2024-02-08,smithja04,Jalen Smith,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,799,6,6,2,2,0,0,3,2,0,1,0,0,1,15.5
2024-02-08,bridgmi01,Mikal Bridges,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,2121,10,23,5,13,1,2,1,2,5,0,0,3,1,14.9
2024-02-08,walkeja01,Jabari Walker,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,LOSS,2609,6,14,1,3,4,6,3,8,2,1,2,1,3,14.9
2024-02-08,allenja01,Jarrett Allen,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1777,3,6,0,1,8,8,2,8,2,0,2,2,2,14.8
2024-02-08,vucevni01,Nikola Vučević,CHICAGO BULLS,AWAY,MEMPHIS GRIZZLIES,WIN,2338,7,19,3,7,3,3,2,8,5,0,2,3,1,14.8
2024-02-08,pippesc02,Scotty Pippen ,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,1711,6,10,3,4,0,1,1,1,6,1,1,1,4,14.3
2024-02-08,nesmiaa01,Aaron Nesmith,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,1549,4,7,1,3,4,6,1,3,1,5,1,2,2,14.1
2024-02-08,reaveau01,Austin Reaves,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,2176,6,16,2,7,1,2,1,1,10,2,0,1,2,14.0
2024-02-08,jacksja02,Jaren Jackson,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,1926,11,22,4,10,2,5,1,1,4,0,1,4,6,13.9
2024-02-08,murrakr01,Kris Murray,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,LOSS,1707,5,6,2,2,0,0,2,1,3,1,1,1,1,13.9
2024-02-08,lopezbr01,Brook Lopez,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1543,5,8,2,4,0,0,1,4,2,1,2,0,1,13.7
2024-02-08,anderky01,Kyle Anderson,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,1452,3,3,0,0,2,2,3,2,6,3,0,3,1,13.6
2024-02-08,hardati02,Tim Hardaway,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,1784,7,14,5,10,0,0,0,2,2,0,0,0,1,13.6
2024-02-08,mobleev01,Evan Mobley,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1540,5,8,0,0,4,4,0,12,2,0,2,2,3,13.6
2024-02-08,princta02,Taurean Prince,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,2068,4,6,2,3,3,3,0,3,2,2,1,1,2,13.6
2024-02-08,reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,1426,6,11,2,4,3,3,1,3,0,1,1,1,1,13.6
2024-02-08,siakapa01,Pascal Siakam,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,1779,6,11,2,4,2,4,2,6,2,1,1,2,2,13.4
2024-02-08,achiupr01,Precious Achiuwa,NEW YORK KNICKS,HOME,DALLAS MAVERICKS,LOSS,2485,6,9,1,2,0,0,3,13,3,0,1,3,5,12.9
2024-02-08,smithde03,Dennis Smith,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1559,3,8,0,0,0,0,2,2,7,5,0,0,2,12.7
2024-02-08,garlada01,Darius Garland,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1717,6,10,0,3,2,2,0,0,7,1,0,2,2,12.5
2024-02-08,hayesja02,Jaxson Hayes,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,1020,4,6,0,1,1,2,5,1,1,1,2,0,1,12.5
2024-02-08,markkla01,Lauri Markkanen,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,2033,8,15,2,6,4,4,0,5,1,0,0,4,1,12.5
2024-02-08,santogu01,Gui Santos,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,1248,5,8,2,2,1,2,2,6,1,0,0,0,1,12.5
2024-02-08,weslebl01,Blake Wesley,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,1503,4,5,1,2,1,1,1,1,7,1,0,1,4,12.4
2024-02-08,antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1641,7,14,0,2,3,7,1,2,7,1,0,3,1,12.2
2024-02-08,kuminjo01,Jonathan Kuminga,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,2006,9,16,0,2,0,0,1,1,4,0,2,3,1,12.2
2024-02-08,sextoco01,Collin Sexton,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1465,7,15,3,6,2,6,2,2,8,0,1,5,2,12.2
2024-02-08,jonestr01,Tre Jones,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,1377,3,8,0,2,4,4,1,0,6,3,0,1,1,12.1
2024-02-08,suggsja01,Jalen Suggs,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1757,6,11,3,6,2,4,1,2,2,2,0,2,4,12.0
2024-02-08,nurkiju01,Jusuf Nurkić,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,1652,7,11,0,2,2,5,1,7,3,1,0,2,5,11.8
2024-02-08,colliza01,Zach Collins,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,1528,5,6,0,1,2,2,0,3,3,0,2,1,4,11.6
2024-02-08,gordoaa01,Aaron Gordon,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,1915,5,8,0,2,1,2,0,4,3,2,1,1,1,11.6
2024-02-08,niangge01,Georges Niang,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1399,5,9,3,6,0,0,1,2,1,1,0,0,1,11.3
2024-02-08,townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,1779,7,15,4,6,1,2,2,3,1,0,0,1,4,11.3
2024-02-08,saricda01,Dario Šarić,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,1057,4,6,2,3,1,1,2,5,3,0,0,2,1,11.0
2024-02-08,harteis01,Isaiah Hartenstein,NEW YORK KNICKS,HOME,DALLAS MAVERICKS,LOSS,923,4,5,0,0,2,2,2,2,2,2,0,2,2,10.7
2024-02-08,inglejo01,Joe Ingles,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,947,3,4,2,3,0,0,0,3,4,1,0,0,1,10.7
2024-02-08,watfotr01,Trendon Watford,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1589,5,13,0,2,5,5,1,5,2,0,2,1,3,10.7
2024-02-08,wiggian01,Andrew Wiggins,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,1571,5,10,1,3,0,0,0,4,5,1,0,0,3,10.5
2024-02-08,podzibr01,Brandin Podziemski,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,2032,3,9,0,1,3,4,1,6,7,2,1,2,3,10.4
2024-02-08,dunnkr01,Kris Dunn,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1435,3,7,2,3,1,2,1,3,3,3,0,1,2,9.8
2024-02-08,clarkjo01,Jordan Clarkson,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1922,4,12,3,8,2,2,1,0,4,0,0,0,0,9.7
2024-02-08,connapa01,Pat Connaughton,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2237,4,6,1,2,0,0,1,1,9,0,1,4,2,9.6
2024-02-08,eubandr01,Drew Eubanks,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,1090,5,8,0,0,2,4,0,7,0,1,0,0,3,9.5
2024-02-08,irvinky01,Kyrie Irving,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,2187,7,17,2,6,0,0,0,5,6,0,0,2,3,9.4
2024-02-08,iveyja01,Jaden Ivey,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,WIN,2885,8,21,7,7,3,6,0,3,4,0,0,6,4,9.4
