date,slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
2023-11-24,iveyja01,Jaden Ivey,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,1927,9,16,1,6,6,9,2,0,3,1,1,3,3,17.2
2023-11-24,barnesc01,Scottie Barnes,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,1954,5,11,2,5,1,2,5,5,6,1,2,1,1,17.1
2023-11-24,sengual01,Alperen Sengun,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,2568,8,19,0,4,5,6,1,14,8,2,1,5,4,17.1
2023-11-24,adebaba01,Bam Adebayo,MIAMI HEAT,AWAY,NEW YORK KNICKS,LOSS,2087,8,16,0,1,5,6,2,10,2,2,0,2,4,16.8
2023-11-24,banchpa01,Paolo Banchero,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,2072,10,16,2,6,1,2,1,6,5,0,0,3,4,16.8
2023-11-24,brunsja01,Jalen Brunson,NEW YORK KNICKS,HOME,MIAMI HEAT,WIN,2053,10,16,1,4,3,5,0,3,3,0,0,2,1,16.6
2023-11-24,caldwke01,Kentavious Caldwell-Pope,DENVER NUGGETS,AWAY,HOUSTON ROCKETS,LOSS,2356,7,15,1,5,5,5,3,2,3,3,0,2,4,16.5
2023-11-24,leonaka01,Kawhi Leonard,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,2054,8,17,1,7,3,4,1,7,3,1,1,1,0,16.5
2023-11-24,powelno01,Norman Powell,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,1660,8,14,3,5,1,1,0,1,0,3,0,0,1,16.3
2023-11-24,sabondo01,Domantas Sabonis,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,WIN,2364,7,15,1,1,0,1,5,6,5,2,3,2,6,15.4
2023-11-24,siakapa01,Pascal Siakam,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,2249,6,12,1,6,5,6,0,3,8,1,0,3,2,15.3
2023-11-24,rosede01,Derrick Rose,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,1294,8,9,1,1,0,0,0,2,1,1,0,1,0,15.2
2023-11-24,vassede01,Devin Vassell,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,1641,10,19,4,10,0,0,1,3,1,1,0,2,2,15.2
2023-11-24,barneha02,Harrison Barnes,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1998,7,11,2,4,2,2,0,4,2,1,0,2,0,14.7
2023-11-24,kornelu01,Luke Kornet,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,1482,5,6,0,0,2,2,2,4,1,2,2,1,2,14.7
2023-11-24,goodwjo01,Jordan Goodwin,PHOENIX SUNS,AWAY,MEMPHIS GRIZZLIES,WIN,1215,6,8,1,3,1,1,2,3,2,1,0,1,0,14.5
2023-11-24,wembavi01,Victor Wembanyama,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,2109,8,18,1,6,5,5,2,7,4,1,2,6,2,14.5
2023-11-24,toppiob01,Obi Toppin,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1459,6,8,3,5,0,0,1,2,2,0,0,0,1,14.1
2023-11-24,kuzmaky01,Kyle Kuzma,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,1869,9,22,3,8,1,1,1,3,4,0,2,1,3,13.8
2023-11-24,valanjo01,Jonas Valančiūnas,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,1676,4,6,2,2,2,2,2,6,4,1,0,1,4,13.8
2023-11-24,durenja01,Jalen Duren,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,1738,5,10,0,1,3,4,4,9,4,1,1,2,5,13.6
2023-11-24,hieldbu01,Buddy Hield,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1682,6,11,3,6,3,3,0,4,0,0,0,0,2,13.1
2023-11-24,achiupr01,Precious Achiuwa,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,1055,3,4,0,0,2,2,3,4,4,0,3,2,0,12.6
2023-11-24,kispeco01,Corey Kispert,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,1958,7,12,6,10,0,0,0,5,1,0,0,3,3,12.4
2023-11-24,whitede01,Derrick White,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,2244,3,9,1,5,9,12,0,5,4,1,1,3,1,12.3
2023-11-24,joneshe01,Herbert Jones,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,1443,5,7,3,4,1,2,2,2,4,1,1,3,5,12.2
2023-11-24,quickim01,Immanuel Quickley,NEW YORK KNICKS,HOME,MIAMI HEAT,WIN,1548,8,17,4,8,0,0,0,4,2,0,1,2,1,12.2
2023-11-24,stewais01,Isaiah Stewart,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,1633,4,8,0,0,2,2,3,3,1,2,1,0,1,12.0
2023-11-24,willipa01,Patrick Williams,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,1310,4,8,2,2,2,2,2,3,1,1,0,0,0,12.0
2023-11-24,hartjo01,Josh Hart,NEW YORK KNICKS,HOME,MIAMI HEAT,WIN,1556,4,7,1,3,1,1,1,7,4,1,0,1,1,11.9
2023-11-24,wagnefr01,Franz Wagner,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,2096,8,17,1,6,0,0,0,8,6,0,1,3,2,11.8
2023-11-24,aldamsa01,Santi Aldama,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,2145,9,20,3,10,0,0,1,4,0,0,0,0,2,11.7
2023-11-24,gordoer01,Eric Gordon,PHOENIX SUNS,AWAY,MEMPHIS GRIZZLIES,WIN,2068,6,15,4,11,4,4,0,1,2,0,0,2,0,11.6
2023-11-24,gaffoda01,Daniel Gafford,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,1745,3,6,0,0,2,3,5,4,4,1,2,1,5,11.5
2023-11-24,nurkiju01,Jusuf Nurkić,PHOENIX SUNS,AWAY,MEMPHIS GRIZZLIES,WIN,1952,2,5,0,2,2,4,2,9,6,2,2,2,2,11.4
2023-11-24,thompkl01,Klay Thompson,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,1729,3,11,3,8,6,7,1,2,6,1,0,2,3,11.4
2023-11-24,derozde01,DeMar DeRozan,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,2319,7,16,0,1,5,9,0,3,4,1,1,2,3,11.2
2023-11-24,richajo01,Josh Richardson,MIAMI HEAT,AWAY,NEW YORK KNICKS,LOSS,2054,5,10,2,4,3,3,1,1,2,2,0,2,3,11.2
2023-11-24,roddyda01,David Roddy,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,1642,5,9,2,4,2,3,0,4,0,2,1,2,0,11.2
2023-11-24,hardeja01,James Harden,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,2235,2,8,1,6,3,6,0,5,10,4,1,3,3,11.0
2023-11-24,allengr01,Grayson Allen,PHOENIX SUNS,AWAY,MEMPHIS GRIZZLIES,WIN,2195,5,9,2,4,2,3,0,2,3,0,1,1,2,10.9
2023-11-24,jaqueja01,Jaime Jaquez,MIAMI HEAT,AWAY,NEW YORK KNICKS,LOSS,2092,6,17,1,6,2,2,3,2,4,1,0,0,3,10.8
2023-11-24,portemi01,Michael Porter,DENVER NUGGETS,AWAY,HOUSTON ROCKETS,LOSS,2230,6,14,2,8,0,0,1,6,1,1,2,1,1,10.8
2023-11-24,trentga02,Gary Trent,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,1230,6,13,4,9,0,0,0,1,2,1,0,0,3,10.8
2023-11-24,mcderdo01,Doug McDermott,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,1156,3,6,1,3,0,0,1,0,4,3,0,0,0,10.5
2023-11-24,brownbr01,Bruce Brown,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,2213,3,10,0,3,4,5,0,4,5,3,0,0,3,10.3
2023-11-24,mannte01,Terance Mann,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,1433,3,4,1,1,0,0,0,2,5,2,1,0,5,10.2
2023-11-24,lowryky01,Kyle Lowry,MIAMI HEAT,AWAY,NEW YORK KNICKS,LOSS,2002,4,9,2,5,0,0,3,5,2,2,0,1,3,10.1
2023-11-24,shamela01,Landry Shamet,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,1440,6,11,3,7,0,1,0,2,0,1,0,0,2,10.1
2023-11-24,barrerj01,RJ Barrett,NEW YORK KNICKS,HOME,MIAMI HEAT,WIN,2058,7,14,1,5,3,3,0,7,1,0,0,3,2,10.0
2023-11-24,thompau01,Ausar Thompson,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,1806,4,5,0,0,0,0,1,5,3,0,2,1,2,10.0
2023-11-24,daniedy01,Dyson Daniels,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,2131,3,7,1,2,0,0,2,6,5,1,1,1,2,9.9
2023-11-24,vucevni01,Nikola Vučević,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,2151,4,8,1,2,0,0,0,8,5,1,0,1,3,9.7
2023-11-24,huertke01,Kevin Huerter,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1467,4,8,2,5,0,0,1,1,3,0,1,0,1,9.4
2023-11-24,kuminjo01,Jonathan Kuminga,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,1214,5,7,1,2,1,2,0,1,2,0,0,1,0,9.4
2023-11-24,nembhan01,Andrew Nembhard,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1195,6,13,1,3,0,1,3,0,4,1,0,2,1,9.4
2023-11-24,anthoco01,Cole Anthony,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,1711,6,17,2,4,2,4,1,2,6,2,1,3,4,9.3
2023-11-24,goberru01,Rudy Gobert,MINNESOTA TIMBERWOLVES,HOME,SACRAMENTO KINGS,LOSS,2130,5,8,0,0,2,2,3,8,0,0,2,3,5,9.3
2023-11-24,browntr01,Troy Brown,MINNESOTA TIMBERWOLVES,HOME,SACRAMENTO KINGS,LOSS,1511,4,8,1,5,1,2,3,4,0,0,1,0,1,9.2
2023-11-24,conlemi01,Mike Conley,MINNESOTA TIMBERWOLVES,HOME,SACRAMENTO KINGS,LOSS,1818,2,7,2,3,0,0,1,2,9,1,0,1,1,9.1
2023-11-24,edwarke02,Kessler Edwards,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1088,4,7,2,3,0,0,1,1,1,1,0,0,1,9.0
2023-11-24,looneke01,Kevon Looney,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,1418,2,3,0,0,2,3,1,7,4,2,0,2,3,8.7
2023-11-24,smithja04,Jalen Smith,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1289,2,3,2,2,2,2,1,5,0,1,0,1,1,8.5
2023-11-24,whiteco01,Coby White,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,2036,5,9,4,7,0,0,1,2,3,0,0,3,4,8.5
2023-11-24,mathube01,Bennedict Mathurin,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1865,6,12,1,2,2,2,1,1,0,1,0,1,4,8.4
2023-11-24,paulch01,Chris Paul,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,1738,2,6,1,3,0,0,0,5,10,0,0,1,2,8.3
2023-11-24,jonestr01,Tre Jones,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,1017,3,5,1,1,0,0,0,5,2,2,0,1,1,8.2
2023-11-24,baglema01,Marvin Bagley,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,853,3,6,0,0,0,0,3,3,2,0,3,1,1,8.1
2023-11-24,beaslma01,Malik Beasley,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,1620,4,8,1,4,0,0,4,7,1,0,1,2,3,8.1
2023-11-24,bateske01,Keita Bates-Diop,PHOENIX SUNS,AWAY,MEMPHIS GRIZZLIES,WIN,1418,2,5,0,1,2,2,1,3,1,1,2,0,0,8.0
2023-11-24,randlju01,Julius Randle,NEW YORK KNICKS,HOME,MIAMI HEAT,WIN,2103,5,12,1,4,2,2,0,8,7,0,0,6,0,7.9
2023-11-24,schrode01,Dennis Schröder,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,2036,6,16,1,9,4,4,0,0,5,0,0,3,2,7.9
2023-11-24,bitadgo01,Goga Bitadze,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,1122,3,5,0,0,0,0,2,3,3,1,1,0,5,7.8
2023-11-24,moodymo01,Moses Moody,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,1014,4,4,1,1,0,2,2,2,1,0,0,2,0,7.7
2023-11-24,carusal01,Alex Caruso,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,1064,2,3,1,2,2,2,1,1,1,0,0,0,0,7.4
2023-11-24,hausesa01,Sam Hauser,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,1517,4,6,2,4,0,0,1,1,0,0,0,1,0,7.4
2023-11-24,monkma01,Malik Monk,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1779,6,14,3,6,2,2,0,2,0,1,0,3,2,7.4
2023-11-24,hawkijo01,Jordan Hawkins,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,1211,3,5,2,4,0,0,0,4,1,0,0,0,1,7.2
2023-11-24,jacksis01,Isaiah Jackson,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1113,3,8,0,1,2,2,4,2,1,0,3,1,4,7.2
2023-11-24,lylestr01,Trey Lyles,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,WIN,1149,3,6,3,6,0,0,1,6,0,0,0,1,1,7.1
2023-11-24,zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,1293,5,6,0,0,1,1,3,2,0,0,1,4,4,6.6
2023-11-24,easonta01,Tari Eason,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,949,3,6,1,2,0,0,1,3,1,1,0,0,2,6.5
2023-11-24,holidaa01,Aaron Holiday,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,882,3,4,1,1,0,0,0,0,0,1,1,0,2,6.3
2023-11-24,mcgeeja01,JaVale McGee,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,WIN,485,2,2,0,0,0,0,2,4,1,0,0,0,1,6.3
2023-11-24,robinmi01,Mitchell Robinson,NEW YORK KNICKS,HOME,MIAMI HEAT,WIN,1205,2,4,0,0,1,4,3,4,0,2,0,0,2,6.3
2023-11-24,sochaje01,Jeremy Sochan,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,1978,3,7,1,2,0,0,3,3,4,0,0,2,2,6.3
2023-11-24,jacksja02,Jaren Jackson,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,1730,5,13,1,4,2,4,4,3,2,1,0,3,5,6.2
2023-11-24,anderky01,Kyle Anderson,MINNESOTA TIMBERWOLVES,HOME,SACRAMENTO KINGS,LOSS,1092,1,2,0,0,2,2,0,1,4,0,0,0,1,5.7
2023-11-24,isaacjo01,Jonathan Isaac,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,952,1,2,0,1,3,4,3,4,0,0,0,0,3,5.7
2023-11-24,porzikr01,Kristaps Porziņģis,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,1337,4,9,1,4,0,1,1,3,2,2,0,2,3,5.7
2023-11-24,brownja02,Jaylen Brown,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,2333,6,22,2,8,4,7,0,3,2,3,1,3,3,5.6
2023-11-24,liveris01,Isaiah Livers,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,1563,3,5,2,4,0,0,0,2,0,0,0,0,2,5.5
2023-11-24,gallida01,Danilo Gallinari,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,1074,2,5,1,2,2,2,0,4,1,0,0,0,2,5.4
2023-11-24,hayeski01,Killian Hayes,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,1024,3,6,0,0,0,0,0,1,3,0,0,0,0,5.4
2023-11-24,davisjo06,Johnny Davis,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,747,2,4,0,0,2,2,3,2,0,0,0,1,1,5.3
2023-11-24,middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,767,3,8,1,3,0,0,0,1,5,0,0,1,1,5.0
2023-11-24,craigto01,Torrey Craig,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,1167,1,3,0,1,3,4,2,3,1,0,1,1,2,4.8
2023-11-24,inglejo01,Joe Ingles,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,1263,2,3,1,1,0,0,1,4,2,0,0,2,1,4.6
2023-11-24,biyombi01,Bismack Biyombo,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,1758,3,5,0,0,0,0,1,3,1,0,1,1,3,4.5
2023-11-24,alexani01,Nickeil Alexander-Walker,MINNESOTA TIMBERWOLVES,HOME,SACRAMENTO KINGS,LOSS,1323,2,8,2,7,0,0,1,0,2,2,1,0,4,4.4
2023-11-24,reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,HOME,SACRAMENTO KINGS,LOSS,1053,4,7,1,3,0,0,0,1,0,0,2,3,0,4.4
2023-11-24,okogijo01,Josh Okogie,PHOENIX SUNS,AWAY,MEMPHIS GRIZZLIES,WIN,1676,2,9,1,4,0,1,1,6,3,1,0,0,1,4.3
2023-11-24,suggsja01,Jalen Suggs,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,1693,3,8,3,4,1,2,0,4,1,1,0,3,2,4.3
2023-11-24,theisda01,Daniel Theis,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,1243,1,3,1,2,0,0,0,4,2,0,3,1,2,4.2
2023-11-24,banede01,Desmond Bane,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,2040,3,12,0,5,0,0,0,5,10,1,0,3,3,4.1
2023-11-24,gilyaja01,Jacob Gilyard,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,1413,2,5,1,4,1,1,0,0,5,0,0,2,2,4.0
2023-11-24,nancela02,Larry Nance,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,1203,2,4,0,1,0,0,1,2,0,0,3,1,1,4.0
2023-11-24,highsha01,Haywood Highsmith,MIAMI HEAT,AWAY,NEW YORK KNICKS,LOSS,1417,1,6,1,5,2,2,0,3,3,2,0,2,1,3.8
2023-11-24,osmande01,Cedi Osman,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,1072,5,11,1,6,0,0,1,0,0,0,0,1,3,3.8
2023-11-24,payneca01,Cameron Payne,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,1009,2,4,0,2,0,0,0,3,3,0,0,0,3,3.8
2023-11-24,mitchda01,Davion Mitchell,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,WIN,546,2,2,1,1,0,0,0,0,1,0,0,1,1,3.7
2023-11-24,harteis01,Isaiah Hartenstein,NEW YORK KNICKS,HOME,MIAMI HEAT,WIN,1659,1,3,0,0,0,0,1,4,1,2,1,1,3,3.4
2023-11-24,loveke01,Kevin Love,MIAMI HEAT,AWAY,NEW YORK KNICKS,LOSS,1097,2,7,1,6,2,2,1,5,1,0,0,2,1,3.4
2023-11-24,bouchch01,Chris Boucher,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,620,1,3,0,1,2,2,0,1,0,1,0,0,1,3.2
2023-11-24,burksal01,Alec Burks,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,827,2,6,2,3,0,0,0,2,1,1,1,2,1,3.2
2023-11-24,marshna01,Naji Marshall,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,1636,0,7,0,3,5,6,2,6,1,0,0,0,1,3.2
2023-11-24,alvarjo01,Jose Alvarado,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,934,1,6,0,2,2,2,1,4,1,1,0,1,0,2.8
2023-11-24,avdijde01,Deni Avdija,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,1704,1,6,0,0,0,0,2,3,5,0,0,0,3,2.8
2023-11-24,willivi01,Vince Williams,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,823,1,2,1,2,0,0,0,5,1,0,0,0,4,2.6
2023-11-24,braunch01,Christian Braun,DENVER NUGGETS,AWAY,HOUSTON ROCKETS,LOSS,1548,3,9,0,0,1,1,0,3,0,0,0,0,1,2.4
2023-11-24,holidju01,Justin Holiday,DENVER NUGGETS,AWAY,HOUSTON ROCKETS,LOSS,764,1,2,1,2,0,0,0,0,0,1,0,0,2,2.2
2023-11-24,bassech01,Charles Bassey,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,423,0,0,0,0,0,0,0,0,2,0,1,0,0,2.1
2023-11-24,divindo01,Donte DiVincenzo,NEW YORK KNICKS,HOME,MIAMI HEAT,WIN,979,1,4,1,2,2,3,1,3,1,1,0,3,1,2.1
2023-11-24,colliza01,Zach Collins,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,1830,2,12,0,7,2,2,3,5,6,0,0,3,3,2.0
2023-11-24,houstca01,Caleb Houstan,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,526,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0
2023-11-24,grimequ01,Quentin Grimes,NEW YORK KNICKS,HOME,MIAMI HEAT,WIN,1238,1,4,1,3,0,0,0,0,2,1,0,0,3,1.8
2023-11-24,brookdi01,Dillon Brooks,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,1794,2,8,2,3,2,2,1,0,2,0,0,2,4,1.7
2023-11-24,littlna01,Nassir Little,PHOENIX SUNS,AWAY,MEMPHIS GRIZZLIES,WIN,946,0,1,0,1,2,2,0,4,0,1,0,1,2,1.7
2023-11-24,paytoga02,Gary Payton,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,1110,2,3,0,1,0,0,0,3,0,1,1,2,4,1.7
2023-11-24,portibo01,Bobby Portis,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,1481,1,5,0,1,0,0,2,4,1,0,1,0,3,1.7
2023-11-24,pritcpa01,Payton Pritchard,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,787,1,2,0,0,0,0,0,1,2,0,0,1,0,1.7
2023-11-24,harriga01,Gary Harris,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,1165,1,3,1,3,1,1,2,1,0,0,0,2,1,1.6
2023-11-24,wiggian01,Andrew Wiggins,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,1480,4,10,2,4,0,0,0,4,0,0,0,3,3,1.6
2023-11-24,drumman01,Andre Drummond,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,369,1,4,0,0,0,0,3,2,0,0,0,0,2,1.5
2023-11-24,tuckepj01,P.J. Tucker,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,1329,0,2,0,2,0,0,2,0,3,1,0,0,4,1.5
2023-11-24,metuch01,Chimezie Metu,PHOENIX SUNS,AWAY,MEMPHIS GRIZZLIES,WIN,928,1,3,0,1,1,2,0,2,1,0,0,0,2,1.4
2023-11-24,beaucma01,MarJon Beauchamp,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,799,0,4,0,2,3,4,0,3,2,0,0,0,2,1.3
2023-11-24,loftoke01,Kenneth Lofton,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,98,1,1,0,0,0,0,0,0,0,0,0,0,1,1.3
2023-11-24,dosunay01,Ayo Dosunmu,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,751,1,4,0,2,0,0,0,1,1,1,0,0,1,1.2
2023-11-24,flynnma01,Malachi Flynn,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,844,0,2,0,2,2,2,0,1,1,1,0,1,1,1.2
2023-11-24,tateja01,Jae'Sean Tate,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,948,2,4,0,1,0,0,0,3,0,0,1,1,4,1.0
2023-11-24,dickgr01,Gradey Dick,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,541,0,0,0,0,2,2,0,1,0,0,0,1,1,0.9
2023-11-24,horfoal01,Al Horford,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,1978,1,5,1,5,0,0,0,5,3,0,0,1,4,0.9
2023-11-24,branhma01,Malaki Branham,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,1130,3,9,0,5,0,0,0,0,1,1,0,1,2,0.8
2023-11-24,greenje02,Jeff Green,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,483,0,2,0,2,0,0,0,0,0,0,3,0,0,0.7
2023-11-24,greenaj01,A.J. Green,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,220,1,4,1,4,0,0,0,0,0,0,0,0,0,0.6
2023-11-24,jackstr02,Trayce Jackson-Davis,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,323,0,1,0,0,2,2,0,0,0,0,1,1,1,0.6
2023-11-24,umudest01,Stanley Umude,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,495,0,1,0,0,0,0,1,1,0,1,2,1,3,0.5
2023-11-24,konchjo01,John Konchar,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,1064,0,2,0,1,1,2,0,3,1,0,0,0,1,0.4
2023-11-24,martica02,Caleb Martin,MIAMI HEAT,AWAY,NEW YORK KNICKS,LOSS,1066,1,5,0,3,0,0,0,3,1,1,0,0,3,0.3
2023-11-24,westbru01,Russell Westbrook,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,833,1,8,0,2,1,2,1,3,2,0,1,0,2,0.3
2023-11-24,harrish01,Shaquille Harrison,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-11-24,nowelja01,Jaylen Nowell,MEMPHIS GRIZZLIES,HOME,PHOENIX SUNS,LOSS,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-11-24,sheppbe01,Ben Sheppard,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-11-24,stevela01,Lamar Stevens,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
